match id,dataset_type,win_pred_team_id,win_pred_score,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr
9250275,r1,90,0.7954467529593904,1.003968253968254,0.016129032258064516,0.5016227443853044,0.1111111111111111,0.5,0.0,,0.0196078431372549,1.0,1.0,CatBoostClassifier,no,300,3,0.01
9262189,r1,36098,0.5153061422810357,0.9925581395348837,0.7239130434782609,0.8848370257459786,0.8609865470852018,0.6666666666666666,0.6153846153846154,151.28571428571428,0.3442622950819672,1.0,1.0,CatBoostClassifier,no,300,3,0.01
9128776,r1,48334,0.5272918863288275,1.0022988505747126,0.9980430528375733,1.0962707820373967,1.2583732057416268,0.7142857142857143,0.8421052631578947,171.06666666666666,0.7530864197530864,0.5,0.32,CatBoostClassifier,no,300,3,0.01
9586919,r1,36112,0.5408452492844066,1.0171165240289664,1.3392226148409894,1.2665135900037379,0.6052631578947368,1.5,0.2857142857142857,166.0,1.4878048780487805,0.5,0.5921052631578947,CatBoostClassifier,no,300,3,0.01
9128538,r1,30414,0.5935574910322258,0.9722222222222222,1.0092378752886837,1.0510113570639887,2.122448979591837,1.3333333333333333,2.375,169.93333333333334,0.3103295404167282,1.0,0.06666666666666667,CatBoostClassifier,no,300,3,0.01
9516653,r1,30407,0.5210942335716275,0.986822840409956,1.4645390070921986,1.7216301781320478,0.7725631768953068,1.0,0.4,177.06666666666666,0.6721311475409836,0.5,94.0,CatBoostClassifier,no,300,3,0.01
9516534,r1,30414,0.5221962660414173,1.01044776119403,1.4496644295302012,1.3713807190816816,0.8903654485049833,5.0,0.6818181818181818,183.46666666666667,0.3442622950819672,2.0,3.0,CatBoostClassifier,no,300,3,0.01
9085474,r1,9701,0.6146558687193128,0.9761194029850746,1.56,1.7411195907862906,2.0756302521008405,3.0,3.2,163.06666666666666,0.6039603960396039,0.1,262.0,CatBoostClassifier,no,300,3,0.01
9433752,r1,7727,0.6485289002556757,0.9708609271523179,1.693121693121693,1.272373505967165,1.6012658227848102,1.0,2.4285714285714284,167.0,2.9047619047619047,1.1666666666666667,34.285714285714285,CatBoostClassifier,no,300,3,0.01
9516359,r1,36014,0.501547957694685,1.0,0.6307692307692307,0.6012807096790055,1.4455445544554455,0.36363636363636365,1.7272727272727273,171.06666666666666,21.0,1.0,1.0,CatBoostClassifier,no,300,3,0.01
9262133,r1,36098,0.5506853696608749,1.017094017094017,1.6991869918699187,1.2908246118857774,1.3170731707317074,2.0,1.7142857142857142,168.8,1.4878048780487805,1.0,1.0,CatBoostClassifier,no,300,3,0.01
9782086,r1,202,0.6589810873242583,0.9975124378109452,2.395348837209302,2.1998577524893315,3.823529411764706,1.0,1.5,157.33333333333334,1.9523809523809523,2.0,0.927536231884058,CatBoostClassifier,no,300,3,0.01
9271807,r1,47501,0.6372727962137396,1.0,0.6759259259259259,0.9485127337621425,0.9205298013245033,0.25,0.6,158.2,0.5061728395061729,1.0,0.96045197740113,CatBoostClassifier,no,300,3,0.01
9644102,r1,48,0.6171251810543744,0.9923273657289002,2.135135135135135,1.736421008879196,4.7592592592592595,1.5,3.4,176.06666666666666,1.4878048780487805,0.3333333333333333,33.0,CatBoostClassifier,no,300,3,0.01
